recipe_name|item_url|rank|cooldown_timer|station|vendor|gold|ingredient_names
Door Single Magic Azteca Block|http://www.wizard101central.com/wiki/House:Door_Single_Magic_Azteca_Block|Apprentice Crafter|000:02:30|Housing Crafting Station|Oztomeca|2,000|[('6', 'Amethyst'), ('4', 'Mist Wood'), ('3', 'Spider Silk'), ('4', 'Leprechaun')]
Door Single Magic Castle Block|http://www.wizard101central.com/wiki/House:Door_Single_Magic_Castle_Block|Apprentice Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|2,000|[('6', 'Amethyst'), ('4', 'Mist Wood'), ('3', 'Spider Silk'), ('4', 'Leprechaun')]
Dragons Fjord|http://www.wizard101central.com/wiki/House:Dragon%27s_Fjord||:(|Housing Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('3', 'Braided Vine'), ('5', 'Fire Pit and Kettle'), ('40', 'Mist Wood'), ('10', 'Clawed Runestone'), ('4', 'Bear-Prowed Rowboat'), ('4', 'Winter Bed'), ('5', 'Small Wheelbarrow'), ('2', 'Amber')]
Dragons Roost Player|http://www.wizard101central.com/wiki/House:Dragon%27s_Roost_Player|Master Artisan|000:01:30|Housing Crafting Station|Rose Piper|1,000|[('1', 'Sonic Spring'), ('1', 'Dragonspyre Main Theme'), ('5', 'Amethyst'), ('25', 'Cat Tail')]
Dragonspyre Academy Tapestry|http://www.wizard101central.com/wiki/House:Dragonspyre_Academy_Tapestry|Master Artisan|024:00:00|Housing Crafting Station|Balthazar Dragonthorn|2,500|[('20', 'Spectral Blast'), ('1', 'Ring of Apotheosis'), ('10', 'Nickel'), ('25', 'Lava Lily'), ('15', 'Fire Blossom'), ('25', 'Flawless Ruby')]
Drake Family Banner|http://www.wizard101central.com/wiki/House:Drake_Family_Banner|Initiate Crafter|000:04:00|Housing Crafting Station|Rose Piper|450|[('1', 'Sonic Spring'), ('2', 'Copper'), ('10', 'Kelp')]
Dworgyns Cesspool|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Cesspool|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('25', 'Death Rune'), ('5', 'Enhanced Death Rune')]
Dworgyns Coughing Table|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Coughing_Table|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('30', ""Hunter's Moonstone""), ('10', 'Spirit Moonstone'), ('2', 'Death Moonstone')]"
Dworgyns Deathly Hearth|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Deathly_Hearth|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('30', ""Hunter's Moonstone""), ('10', 'Spirit Moonstone'), ('2', 'Death Moonstone')]"
Dworgyns Ghastly Pantry|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Ghastly_Pantry|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('50', 'Death Rune'), ('15', 'Enhanced Death Rune'), ('2', 'Superior Death Rune')]
Dworgyns Occupied Wing Chair|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Occupied_Wing_Chair|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('145', 'Death Rune'), ('45', 'Enhanced Death Rune'), ('15', 'Superior Death Rune')]
Dworgyns Pedestal Sink|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Pedestal_Sink|None|000:00:20|Treasure Tower Crafting Station|Kara Runewright (Death Tower)|Death|[('10', 'Death Rune'), ('1', 'Enhanced Death Rune')]
Dworgyns Thorny Rug|http://www.wizard101central.com/wiki/House:Dworgyn%27s_Thorny_Rug|None|:(|Beastmoon Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|"[('30', ""Hunter's Moonstone""), ('10', 'Spirit Moonstone'), ('2', 'Death Moonstone')]"
Eagle War Shield|http://www.wizard101central.com/wiki/House:Eagle_War_Shield|Legendary Artisan|000:20:00|Housing Crafting Station|Oztomeca|12,000|[('1', 'Potent Trap'), ('2', 'Ra'), ('2', 'Agave Leaves'), ('5', 'Agave Nectar'), ('10', 'Scrap Iron'), ('4', 'Golden Pearl'), ('10', 'Leather Straps'), ('5', 'Turquoise')]
Egg Basket|http://www.wizard101central.com/wiki/House:Egg_Basket|Initiate Crafter|024:00:00|Housing Crafting Station|Torald Wayfinder|6,200|[('3', 'Sandstorm'), ('1', 'Black Coal'), ('3', 'Shadow Oil'), ('1', 'Glass Vial'), ('20', 'Deep Mushroom'), ('35', 'Bone'), ('20', 'Leather Straps')]
Elemental Moon Seed|http://www.wizard101central.com/wiki/House:Elemental_Moon_Seed|None|000:10:00|Beastmoon Seed Cultivator|Actaeon||[('3', 'Elemental Moonstone')]
Empty Sarcophagus|http://www.wizard101central.com/wiki/House:Empty_Sarcophagus|Transcendent Crafter|024:00:00|Housing Crafting Station|Cantares Five Flowers|31,500|[('1', 'Wraith'), ('1', 'Rebirth'), ('8', 'Stone Block'), ('8', 'Sandstone'), ('2', 'Spooky Azteca Head'), ('2', 'Ornate Mask')]
Exquisite Desk|http://www.wizard101central.com/wiki/House:Exquisite_Desk|Novice Crafter|000:00:30|Basic Crafting StationAlternate Station: Housing Crafting Station|Eudora Tangletree|200|[('5', 'Dark Sprite'), ('3', 'Mist Wood'), ('2', 'Onyx')]
Exquisite Dining Table|http://www.wizard101central.com/wiki/House:Exquisite_Dining_Table|Initiate Crafter|004:48:00|Housing Crafting Station|Felicia Worthington|795|[('2', 'Fire Elf'), ('2', 'Shadow Oil'), ('1', 'Glass Vial'), ('32', 'Mist Wood'), ('4', 'Nightshade'), ('4', 'Blood Moss'), ('24', 'Ectoplasm')]
Fancy Bumbler Honey Jar|http://www.wizard101central.com/wiki/House:Fancy_Bumbler_Honey_Jar|Promethean Crafter|036:40:00|Housing Crafting Station|Zellozosia the HomeGilder|39,150|[('25', 'Ectoplasm'), ('20', 'Perfect Onyx'), ('10', 'Comet Tail'), ('6', 'Astral Shard'), ('12', 'Kelp'), ('18', 'Crystal Vial')]
Fancy Canoe|http://www.wizard101central.com/wiki/House:Fancy_Canoe|Transcendent Crafter|024:00:00|Housing Crafting Station|Cantares Five Flowers|33,750|[('2', 'Kraken'), ('25', 'Mist Wood'), ('4', 'Agave Nectar'), ('20', 'Water Lily'), ('2', 'Sunstone'), ('20', 'Leather Straps'), ('5', 'Turquoise')]
Fancy Counter|http://www.wizard101central.com/wiki/House:Fancy_Counter|Master Artisan|024:00:00|Housing Crafting Station|Balthazar Dragonthorn|8,925|[('14', 'Cyclops'), ('3', 'Ghost Fire'), ('1', 'Crystal Vial'), ('88', 'Mist Wood'), ('40', 'Diamond'), ('35', 'Scrap Iron'), ('68', 'Ectoplasm')]
Feathered Throne|http://www.wizard101central.com/wiki/House:Feathered_Throne|Transcendent Crafter|024:00:00|Housing Crafting Station|Cantares Five Flowers|45,000|[('2', 'Ra'), ('10', 'Perfect Amethyst'), ('10', 'Perfect Citrine'), ('20', 'Perfect Ruby'), ('15', 'Mist Wood'), ('2', 'Agave Nectar'), ('15', 'Leather Straps')]
Female Mannequin|http://www.wizard101central.com/wiki/House:Female_Mannequin|Initiate Crafter|024:00:00|Housing Crafting Station|Felicia Worthington|5,000|[('10', 'Seraph'), ('4', 'Shadow Oil'), ('1', 'Crystal Vial'), ('80', 'Ore'), ('30', 'Fossil'), ('25', 'Scrap Iron'), ('15', 'Black Pearl'), ('48', 'Leather Straps')]
Ferocious Ninja Scroll|http://www.wizard101central.com/wiki/House:Ferocious_Ninja_Scroll|Initate Crafter|000:04:00|Housing Crafting Station|Rose Piper|500|[('1', 'Sonic Spring'), ('2', 'Nickel'), ('10', 'Deep Mushroom')]
Fire Dwarf Box|http://www.wizard101central.com/wiki/House:Fire_Dwarf_Box|Visionary Crafter|000:20:00|Housing Crafting Station|Loligo|45,000|[('200', 'Stone Block'), ('30', 'Flying Squid Ink'), ('60', 'Aethyr Dust'), ('35', 'Fire Blossom'), ('20', 'Glass Vial'), ('100', 'Mist Wood'), ('10', 'Flawless Ruby')]
Fire Moon Seed|http://www.wizard101central.com/wiki/House:Fire_Moon_Seed|None|000:20:00|Beastmoon Seed Cultivator|Actaeon|150 Lunari|[('3', 'Fire Moonstone')]
Flame Tablet|http://www.wizard101central.com/wiki/House:Flame_Tablet|Apprentice Crafter|002:24:00|Housing Crafting Station|Wul'yahm|560|[('1', 'Ruby'), ('1', 'Shadow Oil'), ('2', 'Simple Vial'), ('18', 'Stone Block'), ('36', 'Bone')]
Flat Roof Md Castle Block|http://www.wizard101central.com/wiki/House:Flat_Roof_Md_Castle_Block|Apprentice Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|2,000|[('6', 'Sapphire'), ('4', 'Stone Block'), ('3', 'Leather Straps'), ('4', 'Snow Serpent')]
Floating Land Tapestry|http://www.wizard101central.com/wiki/House:Floating_Land_Tapestry|Grandmaster Crafter|024:00:00|Housing Crafting Station|Gearwise|2,500|[('20', 'Dryad'), ('1', 'Seal of the Seven Seas'), ('20', 'Nickel'), ('25', 'Shell'), ('15', 'Aquamarine'), ('25', 'Flawless Jade')]
Floor Extra Large Wood Block|http://www.wizard101central.com/wiki/House:Floor_Extra_Large_Wood_Block|Initiate Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|10,000|[('6', 'Crystal Vial'), ('5', 'Acorn'), ('10', 'Leather Straps'), ('3', 'Storm Shark')]
Floor Lg Azteca Block|http://www.wizard101central.com/wiki/House:Floor_Lg_Azteca_Block|Apprentice Crafter|000:02:30|Housing Crafting Station|Oztomeca|2,000|[('6', 'Sapphire'), ('4', 'Cat Tail'), ('3', 'Bone'), ('4', 'Lightning Bats')]
Floor Lg Castle Block|http://www.wizard101central.com/wiki/House:Floor_Lg_Castle_Block|Apprentice Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|2,000|[('6', 'Ruby'), ('4', 'Mist Wood'), ('3', 'Spider Silk'), ('4', 'Troll')]
Floor Lg Inlaid Azteca Block|http://www.wizard101central.com/wiki/House:Floor_Lg_Inlaid_Azteca_Block|Apprentice Crafter|000:02:30|Housing Crafting Station|Oztomeca|2,000|[('6', 'Ruby'), ('4', 'Mist Wood'), ('3', 'Spider Silk'), ('4', 'Troll')]
Floor Lg Wood Block|http://www.wizard101central.com/wiki/House:Floor_Lg_Wood_Block|Apprentice Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|2,000|[('6', 'Sapphire'), ('4', 'Cat Tail'), ('3', 'Bone'), ('4', 'Lightning Bats')]
Floor Md  Story Castle Block|http://www.wizard101central.com/wiki/House:Floor_Md_2_Story_Castle_Block|Initiate Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|10,000|[('7', 'Glass Vial'), ('5', 'Diamond'), ('10', 'Spider Silk'), ('3', 'Storm Shark')]
Floor Md Azteca Block|http://www.wizard101central.com/wiki/House:Floor_Md_Azteca_Block|Apprentice Crafter|000:02:30|Housing Crafting Station|Oztomeca|2,000|[('6', 'Peridot'), ('4', 'Stone Block'), ('3', 'Leather Straps'), ('4', 'Scorpion')]
Floor Md Castle Block|http://www.wizard101central.com/wiki/House:Floor_Md_Castle_Block|Apprentice Crafter|000:05:00|Housing Crafting Station|Lloyd FallingWater|2,000|[('6', 'Onyx'), ('4', 'Ore'), ('3', 'Ectoplasm'), ('4', 'Fire Elf')]
Balance Jewel |http://www.wizard101central.com/wiki/Jewel:Cracked_Accurate_Citrine_%2B1%25|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Citrine'), ('3', 'Pyrite'), ('1', 'Scorpion')]
Balance Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Chipped_Damage_Citrine_%2B7|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Citrine'), ('2', 'Iron'), ('2', 'Elemental Trap')]
Balance Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Accurate_Citrine_%2B3%25|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Citrine'), ('1', 'Copper'), ('2', 'Spectral Blast')]
Balance Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Blemished_Defense_Citrine_%2B21|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Citrine'), ('6', 'Nickel'), ('3', 'Spirit Blade')]
Balance Jewel 35 - 55|http://www.wizard101central.com/wiki/Jewel:Dull_Blocking_Citrine_%2B2|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Citrine'), ('5', 'Cobalt'), ('3', 'Power Play')]
Balance Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Availing_Hands_Citrine|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Citrine'), ('4', 'Bronze'), ('4', 'Elemental Spear')]
Balance Jewel 55 - 75|http://www.wizard101central.com/wiki/Jewel:Dull_Accurate_Citrine_%2B6%25|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Citrine'), ('9', 'Tungsten'), ('4', 'Sap Health')]
Balance Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Clear_Blocking_Citrine_%2B9|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Citrine'), ('8', 'Mithril'), ('5', 'Sniper')]
Balance Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Opaque_Accurate_Citrine_%2B8%25|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Citrine'), ('7', 'Orichalcum'), ('5', 'Unbalance')]
Balance Jewel 85 - 105|My sources dunno so I dunno|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Citrine'), ('10', 'Draconium'), ('5', 'Elemental Defuse')]
Balance Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Citrine_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Citrine'), ('10', 'Turmeric'), ('5', 'Elemental Defuse')]
Death Jewel |http://www.wizard101central.com/wiki/Jewel:Cracked_Accurate_Onyx_%2B1%25|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Onyx'), ('3', 'Pyrite'), ('1', 'Banshee')]
Death Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Banshee_Onyx|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Onyx'), ('2', 'Iron'), ('2', 'Dream Shield')]
Death Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Accurate_Onyx_%2B3%25|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Onyx'), ('1', 'Copper'), ('2', 'Skeletal Pirate')]
Death Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Blemished_Damage_Onyx_%2B11|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Onyx'), ('6', 'Nickel'), ('3', 'Deathblade')]
Death Jewel 35 - 55|http://www.wizard101central.com/wiki/Jewel:Blemished_Damage_Onyx_%2B11|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Onyx'), ('5', 'Cobalt'), ('3', 'Doom and Gloom')]
Death Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Onyx_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Onyx'), ('4', 'Bronze'), ('4', 'Deathspear')]
Death Jewel 55 - 75|http://www.wizard101central.com/wiki/Jewel:Death_Trap_Onyx|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Onyx'), ('9', 'Tungsten'), ('4', 'Steal Health')]
Death Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Malduit_Onyx|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Onyx'), ('8', 'Mithril'), ('5', 'Mass Death Prism')]
Death Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Clear_Damage_Onyx_%2B19|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Onyx'), ('7', 'Orichalcum'), ('5', 'Strangle')]
Death Jewel 85 - 105|http://www.wizard101central.com/wiki/Jewel:Clear_Accurate_Onyx_%2B9%25|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Onyx'), ('10', 'Draconium'), ('5', 'Mega Pacify')]
Death Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Onyx_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Onyx'), ('10', 'Turmeric'), ('5', 'Mega Pacify')]
Fire Jewel |http://www.wizard101central.com/wiki/Jewel:Cracked_Accurate_Ruby_%2B1%25|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Ruby'), ('3', 'Pyrite'), ('1', 'Fire Elf')]
Fire Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Chipped_Defense_Ruby_%2B13|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Ruby'), ('2', 'Iron'), ('2', 'Glacial Shield')]
Fire Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Accurate_Ruby_%2B3%25|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Ruby'), ('1', 'Copper'), ('2', 'Sunbird')]
Fire Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Blemished_Damage_Ruby_%2B11|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Ruby'), ('6', 'Nickel'), ('3', 'Fireblade')]
Fire Jewel 35 - 55|My sources dunno so I dunno|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Ruby'), ('5', 'Cobalt'), ('3', 'Wyldfire')]
Fire Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Ruby_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Ruby'), ('4', 'Bronze'), ('4', 'Firespear')]
Fire Jewel 55 - 75|My sources dunno so I dunno|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Ruby'), ('9', 'Tungsten'), ('4', 'Take Power')]
Fire Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Clear_Blocking_Ruby_%2B9|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Ruby'), ('8', 'Mithril'), ('5', 'Mass Fire Prism')]
Fire Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Clear_Accurate_Ruby_%2B9%25|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Ruby'), ('7', 'Orichalcum'), ('5', 'Quench')]
Fire Jewel 85 - 105|http://www.wizard101central.com/wiki/Jewel:Clear_Damage_Ruby_%2B20|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Ruby'), ('10', 'Draconium'), ('5', 'Mega Tranquilize')]
Fire Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Ruby_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Ruby'), ('10', 'Turmeric'), ('5', 'Mega Tranquilize')]
Ice Jewel |http://www.wizard101central.com/wiki/Jewel:Cracked_Accurate_Sapphire_%2B1%25|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Sapphire'), ('3', 'Pyrite'), ('1', 'Snow Serpent')]
Ice Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Chipped_Damage_Sapphire_%2B7|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Sapphire'), ('2', 'Iron'), ('2', 'Volcanic Shield')]
Ice Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Damage_Sapphire_%2B7|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Sapphire'), ('1', 'Copper'), ('2', 'Evil Snowman')]
Ice Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Balefrost_Sapphire|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Sapphire'), ('6', 'Nickel'), ('3', 'Iceblade')]
Ice Jewel 35 - 55|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Sapphire_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Sapphire'), ('5', 'Cobalt'), ('3', 'Balefrost')]
Ice Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Sapphire_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Sapphire'), ('4', 'Bronze'), ('4', 'Icespear')]
Ice Jewel 55 - 75|http://www.wizard101central.com/wiki/Jewel:Dull_Accurate_Sapphire_%2B6%25|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Sapphire'), ('9', 'Tungsten'), ('4', 'Draw Health')]
Ice Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Clear_Defense_Sapphire_%2B39|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Sapphire'), ('8', 'Mithril'), ('5', 'Mass Ice Prism')]
Ice Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Clear_Critical_Sapphire_%2B10|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Sapphire'), ('7', 'Orichalcum'), ('5', 'Melt')]
Ice Jewel 85 - 105|http://www.wizard101central.com/wiki/Jewel:Polished_Blocking_Sapphire_%2B12|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Sapphire'), ('10', 'Draconium'), ('5', 'Mega Distract')]
Ice Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Sapphire_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Sapphire'), ('10', 'Turmeric'), ('5', 'Mega Distract')]
Life Jewel |http://www.wizard101central.com/wiki/Jewel:Cracked_Accurate_Jade_%2B1%25|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Jade'), ('3', 'Pyrite'), ('1', 'Leprechaun')]
Life Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Chipped_Damage_Jade_%2B7|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Jade'), ('2', 'Iron'), ('2', 'Legend Shield')]
Life Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Accurate_Jade_%2B3%25|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Jade'), ('1', 'Copper'), ('2', 'Seraph')]
Life Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Blemished_Damage_Jade_%2B11|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Jade'), ('6', 'Nickel'), ('3', 'Lifeblade')]
Life Jewel 35 - 55|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Jade_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Jade'), ('5', 'Cobalt'), ('3', 'Sanctuary')]
Life Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Jade_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Jade'), ('4', 'Bronze'), ('4', 'Lifespear')]
Life Jewel 55 - 75|http://www.wizard101central.com/wiki/Jewel:Plain_Damage_Jade_%2B15|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Jade'), ('9', 'Tungsten'), ('4', 'Drain Health')]
Life Jewel 65 - 85|http://www.wizard101central.com/wiki/Jewel:Clear_Critical_Jade_%2B9|Novice Crafter|000:10:00|Jewel Crafting Station|Yaxche|10,000|[('10', 'Perfect Jade'), ('8', 'Mithril'), ('5', 'Mass Life Prism')]
Life Jewel 75 - 95|http://www.wizard101central.com/wiki/Jewel:Clear_Accurate_Jade_%2B9%25|Novice Crafter|000:10:00|Jewel Crafting Station|Wozina the EdgeCutter|15,000|[('15', 'Perfect Jade'), ('7', 'Orichalcum'), ('5', 'Entangle')]
Life Jewel 85 - 105|http://www.wizard101central.com/wiki/Jewel:Clear_Accurate_Jade_%2B9%25|Novice Crafter|000:10:00|Jewel Crafting Station|Jules|17,500|[('15', 'Perfect Jade'), ('10', 'Draconium'), ('5', 'Mega Calm')]
Life Jewel 95 - 115|http://www.wizard101central.com/wiki/Jewel:Lustrous_Accurate_Jade_%2B11%25|Novice Crafter|000:10:00|Jewel Crafting Station|Gemeral|18,000|[('17', 'Perfect Jade'), ('10', 'Turmeric'), ('5', 'Mega Calm')]
Myth Jewel |http://www.wizard101central.com/wiki/Jewel:Blood_Bat_Peridot|Novice Crafter|000:10:00|Jewel Crafting Station|Eudora Tangletree|500|[('5', 'Peridot'), ('3', 'Pyrite'), ('1', 'Troll')]
Myth Jewel 15 - 25|http://www.wizard101central.com/wiki/Jewel:Chipped_Defense_Peridot_%2B13|Novice Crafter|000:10:00|Jewel Crafting Station|Felicia Worthington|750|[('10', 'Peridot'), ('2', 'Iron'), ('2', 'Ether Shield')]
Myth Jewel 15 - 35|http://www.wizard101central.com/wiki/Jewel:Chipped_Accurate_Peridot_%2B3%25|Novice Crafter|000:10:00|Jewel Crafting Station|Toshio|1,000|[('15', 'Peridot'), ('1', 'Copper'), ('2', 'Cyclops')]
Myth Jewel 25 - 45|http://www.wizard101central.com/wiki/Jewel:Earthquake_Peridot|Novice Crafter|000:10:00|Jewel Crafting Station|Balthazar Dragonthorn|1,500|[('5', 'Flawless Peridot'), ('6', 'Nickel'), ('3', 'Mythblade')]
Myth Jewel 35 - 55|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Peridot_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Aegeus|2,000|[('10', 'Flawless Peridot'), ('5', 'Cobalt'), ('3', 'Time of Legend')]
Myth Jewel 45 - 65|http://www.wizard101central.com/wiki/Jewel:Blemished_Accurate_Peridot_%2B5%25|Novice Crafter|000:10:00|Jewel Crafting Station|Marwa Jadetusk|3,000|[('15', 'Flawless Peridot'), ('4', 'Bronze'), ('4', 'Mythspear')]
Myth Jewel 55 - 75|http://www.wizard101central.com/wiki/Jewel:Dimension_Shift_Peridot|Novice Crafter|000:10:00|Jewel Crafting Station|Shane MacGobhann|5,000|[('5', 'Flawless Peridot'), ('9', 'Tungsten'), ('4', 'Buff Minion')]
